title,address,longitude,latitude,coord_type,,income,jobname,url
上海韬略信息科技有限公司,上海市浦东新区东方路8号,121.525526,31.248655,3,,0.8-1.5万/月,PHP高级程序员,http://jobs.51job.com/all/co3518079.html
上海润吧信息技术有限公司,浦东新区张江高科技园区祖冲之路2277弄世和中心1号楼612室,121.632984,31.217337,3,,1.5-2万/月,PHP高级程序员,http://jobs.51job.com/all/co2992969.html
上海琅韵信息科技有限公司,上海市浦东新区,121.550544,31.227390,3,,1.5-2万/月,PHP开发工程师,http://jobs.51job.com/all/co3713610.html
上海岭商投资控股集团有限公司,金沙江路1518弄近铁城市广场北座9楼926,121.388112,31.238832,3,,1-1.5万/月,PHP后端工程师,http://jobs.51job.com/all/co4285810.html
上海新界华欣物联网科技有限公司,杨浦区政益路28号910室,121.525449,31.308687,3,,1-1.5万/月,PHP开发项目经理,http://jobs.51job.com/all/co2211946.html
艺诺艺术有限公司,民生路118号万科翡翠滨江11楼（近昌邑路）,121.542807,31.250502,3,,1.5-2万/月,php软件工程师,http://jobs.51job.com/all/co4134085.html
大连东软思维科技发展有限公司,黄浦路901-4号,121.516871,38.858458,3,,1-1.5万/月,PHP开发工程师,http://jobs.51job.com/all/co3560056.html
林清轩,上海市长宁区中山西路1279弄6号国峰科技大厦4楼,121.427043,31.198268,3,,1.5-2万/月,高级php开发工程师,http://jobs.51job.com/all/co2306438.html
日月昌投资控股股份有限公司,上海市闵行区合川路3051号A幢8楼,121.386027,31.186002,3,,1.3-1.8万/月,PHP 软件工程师,http://jobs.51job.com/all/co3913406.html
Forgame——云游控股集团（上海）,上海市漕河泾开发区,121.404164,31.176220,3,,2-2.5万/月,中/高级PHP开发工程师,http://jobs.51job.com/all/co3566072.html
上海伍易信息科技有限公司,上海市长宁区凌空soho,121.358702,31.227824,3,,1.5-2万/月,资深php开发工程师aaad7636,http://jobs.51job.com/all/co3867332.html
上海八点半网络科技有限公司,上海市闵行区,121.388672,31.118893,3,,1-2万/月,PHP开发工程师,http://jobs.51job.com/all/co3573317.html
上海勤和互联网技术软件开发有限公司,上海市徐汇区徐汇软件园虹桥路628号1-5楼,121.433183,31.200374,3,,1.5-2万/月,高级PHP开发工程师,http://jobs.51job.com/all/co152700.html
上海快讯网络科技有限公司,上海市浦东新区金科路2889弄长泰广场e座1201,121.608481,31.211998,3,,1.5-2万/月,PHP开发工程师,http://jobs.51job.com/all/co3658072.html
上海哎哦网络科技有限公司,上海浦东新区祖冲之路2299弄,121.596647,31.208233,3,,1.5-2.5万/月,PHP开发工程师,http://jobs.51job.com/all/co3720950.html
启可（上海）信息科技有限公司,闵行区颛兴东路1313号209室,121.423619,31.079592,3,,0.8-1万/月,PHP网站程序员,http://jobs.51job.com/all/co4061848.html
北京互帮国际技术有限公司,北京市东城区贡院西街贡院6号E座,116.438010,39.916259,3,,1-2万/月,PHP开发工程师(支付数据服务事业部）,http://jobs.51job.com/all/co2421437.html
上海仕佑信息科技有限公司,上海市徐汇区田林东路55号汇阳广场20楼A52,121.440373,31.180520,3,,1-1.5万/月,Drupal/php开发工程师（外派惠普）,http://jobs.51job.com/all/co4185807.html
上海柯力士信息安全技术有限公司,静安区延长中路801号A座4005室,121.454756,31.235381,3,,1-1.5万/月,PHP中级开发工程师,http://jobs.51job.com/all/co2725530.html
上海凯德数值信息科技有限公司,长宁区,121.430394,31.226487,3,,2-2.5万/月,PHP中高级开发工程师,http://jobs.51job.com/all/co2274387.html
虎符智能科技股份有限公司,上海市钦州路100号2号楼13层,121.437419,31.167096,3,,1-1.5万/月,PHP工程师,http://jobs.51job.com/all/co3526030.html
上海美锴信息技术有限公司,徐汇区吴中路8号锦辉大厦21层,121.426381,31.195247,3,,2-2.5万/月,PHP中级开发工程师,http://jobs.51job.com/all/co2448587.html
上海胤元电子商务有限公司,闵行区七宝镇中春路7178号欧西玛商务中心A栋3楼,121.352782,31.145960,3,,0.8-1.2万/月,PHP程序员,http://jobs.51job.com/all/co3851997.html
飞客文化,浦东新区盛夏路570号1003A,121.635671,31.213268,3,,2-2.5万/月,高级PHP开发工程师,http://jobs.51job.com/all/co3844101.html
镭驰金融控股集团,上海杨浦区国权北路1688弄22号A1南楼镭驰金控大厦,121.482470,31.239603,3,,1-1.5万/月,PHP高级开发工程师 (办公地点沈阳),http://jobs.51job.com/all/co3095268.html
上海冰穹网络科技有限公司,上海市徐汇区古美路1528号现代服务园,121.404952,31.170704,3,,2-2.5万/月,PHP高级开发工程师,http://jobs.51job.com/all/co4227519.html
上海科芬商务咨询有限公司,上海市徐汇区钦州路201号,114.072485,22.718773,3,,0.7-1万/月,PHP 网页工程师,http://jobs.51job.com/all/co4469767.html
上海雨伽商务咨询有限公司,上海市静安区愚园路172号环球世界大厦1606室,121.450947,31.230438,3,,0.8-1.6万/月,PHP后端高级开发工程师,http://jobs.51job.com/all/co4065293.html
上海仪电数字技术股份有限公司,上海市徐汇区田林路192号华鑫科技园J座5楼,121.416487,31.176827,3,,1.5-2.5万/月,高级PHP开发工程师,http://jobs.51job.com/all/co2515741.html
易乐（上海）商贸有限公司,浦东新区唐镇金丰路158号3号楼,121.661983,31.245465,3,,0.6-1.5万/月,HTML5+PHP+mysql,http://jobs.51job.com/all/co4187521.html
上海外服宝信信息技术有限公司,上海市曲阳路1000号外服大厦12-13楼,121.513754,31.245794,3,,2-2.5万/月,php 软件工程师,http://jobs.51job.com/all/co3220750.html
上海展想创合企业管理有限公司,浦东新区祖冲之路2290弄1号1804室,121.634166,31.215966,3,,1-1.5万/月,初级PHP工程师,http://jobs.51job.com/all/co4057721.html
杭州久多网络科技有限公司,上海市闵行区中春路7001号4号楼310室,121.348965,31.147635,3,,1-1.5万/月,高级PHP开发工程师,http://jobs.51job.com/all/co3840490.html
上海樊迪信息技术有限公司,陆家嘴世纪金融广场,121.541884,31.218922,3,,1.5-2万/月,PHP开发工程师,http://jobs.51job.com/all/co4454249.html
苏州邀久邀互联信息服务有限公司,昆山市庆丰西路639号智谷创意产业园B区511室,120.975482,31.368504,3,,1-1.5万/月,PHP开发主管(急),http://jobs.51job.com/all/co3379920.html
上海微愉网络科技有限公司,陈行路2388号7号楼5d,121.516418,31.103380,3,,2-2.5万/月,PHP开发工程师,http://jobs.51job.com/all/co3982856.html
上海纷尔享网络科技有限公司,长宁区天山路641号白猫科技园,121.401714,31.218529,3,,1-1.5万/月,PHP开发工程师,http://jobs.51job.com/all/co4334903.html
上海淘壶人实业有限公司,闵行区北松公路58号,121.415168,31.049430,3,,0.8-1万/月,PHP程序员/PHP编程/PHP工程师/PHP开发工程师,http://jobs.51job.com/all/co2778497.html
苹果授权培训中心（上海环球友好培...,上海市黄浦区西藏中路525号雅居乐国际广场9楼925室,121.479523,31.241389,3,,2-2.5万/月,PHP开发高级讲师（全职或兼职均可）,http://jobs.51job.com/all/co2556712.html
美味不用等,浦东新区张江祖冲之路899号,121.600654,31.209753,3,,1.5-2万/月,中高级PHP开发工程师,http://jobs.51job.com/all/co3210166.html
上海恺达广告有限公司,上海市徐汇区天钥桥路30号美罗大厦20楼,121.446940,31.199341,3,,1.5-2万/月,资深PHP工程师,http://jobs.51job.com/all/co699985.html
宁波卡哥信息科技有限公司,江东区江东北路495号和丰创意广场谷庭楼706室,121.579165,29.891949,3,,0.8-1.5万/月,PHP开发工程师,http://jobs.51job.com/all/co3786661.html
上海雅素电子商务有限公司,花桥镇云桥路118号浦江大厦3号楼3楼,121.095521,31.307928,3,,0.8-1.5万/月,PHP开发工程师,http://jobs.51job.com/all/co4101160.html
瑞庭网络技术（上海）有限公司-安...,上海市浦东新区东方路1217号陆家嘴金融服务广场13、15楼,121.537106,31.223794,3,,1.5-2万/月,PHP开发工程师（二手房）,http://jobs.51job.com/all/co1992384.html
美壹律网络科技（上海）有限公司,闵行区莲花南路1388弄8号,121.418211,31.106112,3,,1.4-2万/月,PHP中级开发工程师,http://jobs.51job.com/all/co4061658.html
上海复敏科技有限公司,上海市嘉定区南翔镇沪宜公路1101号B区225室,121.309004,31.301318,3,,1.5-2万/月,高级PHP开发工程师,http://jobs.51job.com/all/co4016032.html
title,address,longitude,latitude,coord_type,,income,jobname,url
优拜单车,普陀区云岭东路599弄汇银铭尊20号5楼,121.389670,31.226715,3,,2-3.5万/月,java开发工程师,http://jobs.51job.com/all/co4144687.html
上海对接通网络科技股份有限公司,徐汇区桂林路396号1号楼4楼,121.423396,31.174486,3,,0.9-1.5万/月,后台开发工程师,http://jobs.51job.com/all/co2829371.html
上海坤鼎文化发展有限公司,天钥桥路909号一号楼110室,121.451633,31.185126,3,,1-2万/月,全栈工程师,http://jobs.51job.com/all/co3558157.html
江苏开拓信息与系统有限公司,无锡滨湖区蠡湖大道2008号蠡湖商务园9号,120.279635,31.476163,3,,0.8-1.5万/月,运维开发工程师,http://jobs.51job.com/all/co2986114.html
上海伊狄达汽车技术服务有限公司,秀浦路3999号聚诚创业园23号楼,121.641952,31.137984,3,,1-1.8万/月,IT System Administrator/ IT系统管理（上海）,http://jobs.51job.com/all/co1731796.html
上海东普信息科技有限公司,盈港东路6679号,121.179597,31.167235,3,,1-1.5万/月,中级前端工程师,http://jobs.51job.com/all/co3063637.html
上海臻游网络科技有限公司,徐汇区龙田路190号天华信息科技园,121.447666,31.180149,3,,1-1.5万/月,.net开发工程师,http://jobs.51job.com/all/co2402350.html
友擎（上海）软件科技有限公司,上海市黄浦区新桥路68号新桥大厦,121.472497,31.246060,3,,1-2万/月,服务器端/平台研发高级工程师（Java /C++）,http://jobs.51job.com/all/co3605395.html
北京飞凡互动顾问有限公司,徐虹北路20号创邑space,121.434125,31.196189,3,,1-2万/月,Back-end Web Developer 网站后台开发,http://jobs.51job.com/all/co3390743.html
盛奈捷国际,上海市南京西路,121.480980,31.240599,3,,0.8-1万/月,运维监控工程师,http://jobs.51job.com/all/co3807460.html
来伊份电子商务公司,上海市松江区沪松公路1399弄68号来伊份青年大厦,121.327982,31.144729,3,,1-1.5万/月,软件测试工程师,http://jobs.51job.com/all/co2624007.html
上海华钦信息科技股份有限公司,上海市浦东新区浦东软件园郭守敬路498号18号楼2层,121.605740,31.212983,3,,1.5-2万/月,HTML5开发工程师,http://jobs.51job.com/all/co4361747.html
华建集团,上海市石门二路258号,121.467277,31.241114,3,,1.5-2万/月,APP开发工程师（H5）,http://jobs.51job.com/all/co139212.html
上海非凡进修学院,徐汇区广元西路45号201室,121.441938,31.203980,3,,1-1.5万/月,web前端 讲师,http://jobs.51job.com/all/co3036906.html
游大大国际旅行社(上海)有限公司,宝山区泰和路2038号D栋5楼,121.444945,31.362448,3,,1.3-2.5万/月,H5前端开发工程师,http://jobs.51job.com/all/co3764345.html
上海奇码数字信息有限公司,上海浦东新区张江高科技园区科苑路151号4楼,121.594558,31.215942,3,,1-1.5万/月,Java互联网开发工程师,http://jobs.51job.com/all/co183.html
上海毕波软件信息技术有限公司,浦东新区金科路2889弄长泰广场写字楼C座3楼,121.607126,31.212770,3,,2.5-3万/月,Senior Java Developer,http://jobs.51job.com/all/co3779592.html
上海好医通健康信息咨询有限公司,桂林路406号华鑫中心1号楼5楼,121.422498,31.179285,3,,1-1.5万/月,IT项目经理（医疗大健康方向）,http://jobs.51job.com/all/co2379110.html
南京华苏科技有限公司,南京市雨花区软件大道119号南京丰盛科技园1号楼3层,118.754456,31.983732,3,,0.9-1.5万/月,高级软件测试工程师,http://jobs.51job.com/all/co1997504.html
国金证券股份有限公司,上海市芳甸路1088号紫竹国际大厦8楼,121.568018,31.218016,3,,2-2.5万/月,网金-资深web前端工程师/架构师,http://jobs.51job.com/all/co955807.html
上海香蕉计划文化发展有限公司,静安区灵石路695号珠江创意园,121.455848,31.254954,3,,1.5-3万/月,C++游戏服务器,http://jobs.51job.com/all/co3833556.html
上海中和软件有限公司,上海市国权路525号,121.510088,31.299565,3,,6-8千/月,软件工程师 （Software Engineer对欧美项目）,http://jobs.51job.com/all/co149497.html
上海小蓝网络科技有限公司,局门路436号1号楼4楼,121.489078,31.207171,3,,1-2万/月,网站开发高级工程师,http://jobs.51job.com/all/co3618525.html
浪新微电子系统（上海）有限公司,浦东张江毕升路289号4号楼402室,121.598697,31.190754,3,,1-1.5万/月,产品经理,http://jobs.51job.com/all/co2037297.html
17SNK台球,徐汇区宜山路700号B2幢1003室,121.425021,31.181403,3,,1-1.5万/月,HTML5工程师,http://jobs.51job.com/all/co2481884.html
苏宁环球集团有限公司,南京市广州路188号,118.781033,32.057209,3,,1-1.5万/月,Motion Graphic Designer 动态影像设计师 （紫竹）,http://jobs.51job.com/all/co3496274.html
深圳市恒朋科技开发有限公司,南山区龙珠大道桃源村92栋首层,113.986882,22.564168,3,,1-1.5万/月,Web前端开发工程师,http://jobs.51job.com/all/co4103232.html
到喜啦,杨浦区国定东路200号（实习基地创业园）3号楼,121.526568,31.302244,3,,1.5-2万/月,H5前端开发工程师,http://jobs.51job.com/all/co2441567.html
上海晨路信息科技股份有限公司,上海市普陀区中江路879号天地软件园4号楼1楼,121.398456,31.240308,3,,0.8-1万/月,服务端开发工程师,http://jobs.51job.com/all/co1782341.html
上海雪萌网络科技有限公司,,0.000000,0.000000,3,,2-3千/月,服务端主程,http://jobs.51job.com/all/co4434231.html
上海向心云网络科技有限公司,浦东南路2250号B座522号,121.520535,31.210930,3,,1.5-2.5万/月,WEB前端开发高级工程师,http://jobs.51job.com/all/co3396560.html
上海申远建筑装饰工程有限公司,上海市杨浦区鞍山路5号杨浦商城21楼,121.519640,31.280190,3,,4.5-7千/月,网站运营专员,http://jobs.51job.com/all/co2083454.html
上海亿山睦教育科技有限公司,上海市松江区三新北路900弄916号（泰晤士小镇）蚂蚁筑巢2楼赶考网,121.199970,31.039100,3,,1.4-2.2万/月,Android中高级研发工程师,http://jobs.51job.com/all/co3829182.html
上海溢柯园艺有限公司（EcoG）,上海市闵行区沪闵路6088号 31 层,121.385798,31.113584,3,,1-1.5万/月,H5开发工程师（高级）,http://jobs.51job.com/all/co2132439.html
上海韬图动漫科技有限公司,上海市浦东张江高科技园区碧波路572弄115号6幢,121.587971,31.207727,3,,1-1.5万/月,网站后端开发工程师,http://jobs.51job.com/all/co2008668.html
上海前隆金融信息服务有限公司,上海市虹口区东大名路 1050号绿地北外滩中心9楼,121.513855,31.257193,3,,2-3万/月,DevOps/运维工程师,http://jobs.51job.com/all/co3289556.html
上海五蕴信息科技有限公司,上海杨浦区控江路1500号（联创设计谷）,121.527667,31.282853,3,,1.5-2.5万/月,全栈工程师,http://jobs.51job.com/all/co2839288.html
上海织语网络科技有限公司,宁夏路627号4号楼4楼,121.420617,31.237356,3,,1.5-2万/月,服务器开发工程师,http://jobs.51job.com/all/co4400868.html
百视通网络电视技术发展有限责任公司,上海市徐汇区宜山路757号,121.418093,31.179256,3,,1-1.5万/月,前端工程师,http://jobs.51job.com/all/co1366920.html
上海迪勤传感技术有限公司,江场路1313号17楼,121.462033,31.305117,3,,0.8-1.5万/月,服务器后端开发,http://jobs.51job.com/all/co3363344.html
汉禧广告（上海）有限公司,上海市徐汇区天钥桥路180弄8号2603室,121.448430,31.196939,3,,1.5-2万/月,前端工程师,http://jobs.51job.com/all/co2940219.html
黎睿商务咨询（上海）有限公司,长宁区天山路,121.402415,31.218726,3,,0.8-1.5万/月,IT 高级软件工程师,http://jobs.51job.com/all/co2896430.html
嘉豪投资集团,徐汇区凯旋南路31号9B,121.451074,31.173922,3,,1.5-1.8万/月,后台系统工程师,http://jobs.51job.com/all/co3748813.html
武汉东风鸿泰商务咨询有限公司,武汉经济技术开发区车城东路3号,114.188357,30.503413,3,,1-1.5万/月,后端工程师,http://jobs.51job.com/all/co2388842.html
上海特力洁清洁有限公司,金沙江西路3131号,121.353242,31.248720,3,,1.2-1.4万/月,技术经理,http://jobs.51job.com/all/co3169648.html
小i机器人,上海金沙江西路1555弄383号1楼,121.334090,31.246519,3,,0.8-1.5万/月,java高级工程师,http://jobs.51job.com/all/co2559895.html
镫宏（上海）商贸有限公司,徐汇区汾阳路138号,121.459326,31.216097,3,,1-1.5万/月,Web前端开发工程师,http://jobs.51job.com/all/co4125414.html
上海完美世界网络技术有限公司,上海浦东陆家嘴软件园峨山路91弄61号10号楼17F,121.539045,31.222775,3,,1.3-2.6万/月,系统运维工程师-2515,http://jobs.51job.com/all/co3872890.html
上海元轼信息咨询有限公司,上海市浦东樱花路100号 富荟商业广场 A区10层,0.000000,0.000000,3,,1-2万/月,运维工程师,http://jobs.51job.com/all/co3186484.html
音墙网络科技（上海）有限公司,上海市杨浦区国泰路11号8楼,121.514272,31.294087,3,,1.5-2万/月,高级软件工程师 Staff Software Engineer (IPS),http://jobs.51job.com/all/co1708890.html
title,address,longitude,latitude,coord_type,,income,jobname,url
庶邦科技（上海）有限公司,普陀区中山北路1715号浦发广场E座1605室,121.440549,31.259237,3,,1-1.5万/月,前端开发工程师,http://jobs.51job.com/all/co4459018.html
上海巨涛投资咨询有限公司,上海市闵行区新源路1356号A座A616室,121.404268,31.054114,3,,1-1.5万/月,Java开发工程师,http://jobs.51job.com/all/co3478418.html
上海势航网络科技有限公司,上海市青浦区高光路215弄99号5号楼3楼,121.313580,31.166661,3,,1.5-2.5万/月,web前端开发工程师（GIS方向）,http://jobs.51job.com/all/co3780219.html
上海烨盛信息科技有限公司,徐汇区斜土路2601号t1-5f,121.450487,31.194443,3,,0.8-1万/月,软件测试工程师,http://jobs.51job.com/all/co3690680.html
律驾宝,上海市浦东新区浦东南路1271－1289号华融大厦12楼,121.523967,31.232127,3,,1-1.5万/月,后台开发工程师,http://jobs.51job.com/all/co4186377.html
必图必科技（上海）有限公司,上海市杨浦区安波路533弄海上硕和城2号楼,121.534016,31.306698,3,,0.8-1万/月,SEO主管,http://jobs.51job.com/all/co4270313.html
上海复星高科技（集团）有限公司,上海市复兴东路2号复星商务大厦,121.510467,31.227564,3,,0.8-1.5万/月,Python研发工程师,http://jobs.51job.com/all/co127631.html
海风教育-K12 在线一对一,上海市静安区恒通路360号4楼,121.463357,31.246945,3,,1.8-2.5万/月,高级前端（React-native）,http://jobs.51job.com/all/co3003570.html
吉林创惠科技有限公司,吉林省吉林市高新北区科技大陆吉林创新科技城1号楼,0.000000,0.000000,3,,4.5-6千/月,开发工程师,http://jobs.51job.com/all/co4426339.html
上海匠迪信息科技有限公司,上海市闵行区古北路1799号近吴中路古南广场全季酒店8楼,121.409571,31.193187,3,,0.8-2万/月,web前端开发工程师,http://jobs.51job.com/all/co3520295.html
游客榜网络科技有限公司,上海市徐汇区钦州北路1089号虹钦园软件园,121.414662,31.184701,3,,1.2-1.8万/月,高级运维工程师,http://jobs.51job.com/all/co4069873.html
万达信息股份有限公司,上海市闵行区联航路1518号（国家863软件基地）,121.530739,31.084362,3,,,高级数据开发工程师,http://jobs.51job.com/all/co107529.html
上海首天信息技术有限公司,,,,3,,0.8-1.5万/月,数据库管理工程师,http://jobs.51job.com/all/co3693284.html
上海文军信息技术有限公司,闵行区莘松路380号智慧园五楼D—G座,121.379719,31.116860,3,,2-2.5万/月,技术总监/项目总监/技术项目总监,http://jobs.51job.com/all/co2343349.html
东软集团股份有限公司,沈阳浑南新区新秀街2号东软软件园,123.437721,41.705504,3,,1-1.5万/月,质量管理工程师,http://jobs.51job.com/all/co2213650.html
北京飞天龙国际投资股份有限公司,建国路88号soho现代城A座3003单元（地铁1号线大望路站B出口）,116.483568,39.912988,3,,60-80万/年,保荐上市主管,http://jobs.51job.com/all/co3789447.html
上海胜者企业管理有限公司,上海市嘉定区南翔镇众仁路399号12楼,121.331070,31.296398,3,,1.5-2.5万/月,技术总监,http://jobs.51job.com/all/co2236615.html
上海溯天珠宝贸易有限公司（钻石小...,上海市静安区中山北路178号钻石坊4号楼,121.477469,31.271210,3,,0.5-1万/月,视觉平面设计师,http://jobs.51job.com/all/co1789761.html
上海杏和软件有限公司,杭州市滨江区南环路4028号中恒世纪科技园,120.158168,30.185737,3,,1-1.5万/月,高级Web/html5前端工程师（上海）,http://jobs.51job.com/all/co2369039.html
上海蒂森克虏伯汇众汽车零部件有限...,,,,3,,,生产技术主管 [CN_800674_CT_TKPHZSH00018],http://jobs.51job.com/all/cohttp://thyssenkrupp.51job.com.html
阿里巴巴集团,浙江省杭州市滨江区网商路699号,0.000000,0.000000,3,,,互联网汽车-高级Web工具开发工程师,http://jobs.51job.com/all/co1991749.html
平安证券股份有限公司,深圳市福田区金田路4036号荣超大厦,114.069825,22.553686,3,,1.5-3万/月,前端高级开发工程师,http://jobs.51job.com/all/co2379353.html
北京爱赛立技术有限公司,北京市海淀区上地桥东雅美科技园B座2030室,116.323961,40.044645,3,,6-8千/月,运维工程师,http://jobs.51job.com/all/co3902699.html
上海乐凡金融信息服务有限公司,上海闸北区共和新路340号宝丰大厦209-210室,121.469246,31.255194,3,,1-1.5万/月,Web前端开发工程师,http://jobs.51job.com/all/co3194289.html
夸客金融,黄浦区蒙自路207号互联网金融产业园“盟智园”,121.484493,31.211524,3,,1-1.5万/月,前端开发工程师,http://jobs.51job.com/all/co3312285.html
杉德银卡通信息服务有限公司,上海市田林路487号宝石园22号楼,121.429207,31.177599,3,,1-1.5万/月,运维工程师,http://jobs.51job.com/all/co722240.html
上海零动数码科技股份有限公司,徐汇区蒲汇塘路150号汇鑫国际大厦1栋304室,121.437100,31.193665,3,,1-1.5万/月,高级DBA工程师（mongo）,http://jobs.51job.com/all/co304896.html
上海宽文是风软件有限公司,上海市闸北区灵石路695号珠江创意中心3号楼401-403室,121.456358,31.289833,3,,1-1.5万/月,Html5工程师,http://jobs.51job.com/all/co1980881.html
上海帜讯信息技术股份有限公司,上海市浦东新区张江高科技园区博霞路50号4F,121.609750,31.205807,3,,1.5-2万/月,运维工程师,http://jobs.51job.com/all/co2397772.html
怡峰商务咨询（上海）有限公司,上海市黄浦区蒙自路169号智造局1号楼506室,121.484486,31.212367,3,,1-2万/月,Web前端开发,http://jobs.51job.com/all/co3788443.html
云和恩墨（北京）信息技术有限公司,朝阳区尚都soho北塔B座21层2108,116.461726,39.926260,3,,1-1.5万/月,mysql工程师,http://jobs.51job.com/all/co2742222.html
美囤妈妈（上海）电子商务有限公司,杨浦区淞沪路433号6号楼7层,121.520191,31.313341,3,,1.5-2万/月,资深测试工程师,http://jobs.51job.com/all/co3514576.html
上海品酷网络科技有限公司,凯旋路3131号1901室,121.448843,31.247453,3,,0.5-1万/月,Linux运维工程师,http://jobs.51job.com/all/co2350012.html
深圳市途鸽信息有限公司,南山区科技园园西工业区25栋3段东区406,113.950680,22.550018,3,,0.9-1.5万/月,Java高级开发工程师,http://jobs.51job.com/all/co3413823.html
上海星翰达信息技术有限公司,浦东新区金科路2966号南楼418,121.605668,31.210962,3,,4-9千/月,软件工程师,http://jobs.51job.com/all/co3043491.html
上海洋码头网络技术有限公司,上海市闸北区灵石路695号珠江创意中心3号楼1602室,121.456350,31.290480,3,,2-3万/月,运维研发工程师,http://jobs.51job.com/all/co2953022.html
北京府学在线教育科技有限公司,上海市黄浦区蒙自路207号12号楼301室,121.484549,31.211638,3,,1-1.7万/月,IT技术主管,http://jobs.51job.com/all/co3818675.html
小斑充电,上海普陀区长寿路137号财富时代726室,121.448811,31.249488,3,,3-5万/月,技术总监,http://jobs.51job.com/all/co4244254.html
技嘉科技（GIGABYTE）,宁波市保税西区创业2路9号,121.841864,29.936242,3,,6-9千/月,网页开发工程师,http://jobs.51job.com/all/co2818049.html
i-Shanghai,徐汇区肇嘉浜路789号均瑶国际广场20楼,121.456463,31.205392,3,,1-1.5万/月,Linux运维工程师,http://jobs.51job.com/all/co3895539.html
上海回声网络科技有限公司,上海市谈家渡路28号盛泉大厦7楼E座,121.428712,31.240281,3,,1-2万/月,技术开发经理,http://jobs.51job.com/all/co3169857.html
上海云逐信息技术有限公司,上海市闸北区共和新路912号云华科技大厦19层（国家科创中心云华孵化基地）,121.468895,31.264691,3,,0.8-1万/月,测试工程师,http://jobs.51job.com/all/co3976004.html
上海车易信息科技有限公司,金钟路658弄东华大学软件园8号楼B座2楼,121.365510,31.228870,3,,1-1.5万/月,前端开发工程师,http://jobs.51job.com/all/co2622735.html
上海皇家网络科技有限公司,上海市浦东新区金高路2216弄金桥谷4号405室,121.611814,31.268428,3,,0.8-1万/月,功能测试工程师,http://jobs.51job.com/all/co1088515.html
上海锐赢信息技术有限公司,上海市闸北区共和新路912号云华科技大厦5层（国家科创中心云华孵化基地）,121.469084,31.264892,3,,1-1.5万/月,JAVA高级开发工程师,http://jobs.51job.com/all/co3260759.html
上海邮乐网络技术有限公司,上海市浦东新区德平路289号浦东邮政大厦9楼,121.571151,31.253177,3,,1-1.5万/月,测试工程师,http://jobs.51job.com/all/co3947241.html
北京科蓝软件系统股份有限公司,上海市浦东南路256号华夏银行大厦1802室,121.515344,31.245444,3,,1-1.5万/月,H5前端开发工程师,http://jobs.51job.com/all/co2756810.html
唯品会（中国）有限公司,广州市荔湾区花海街20号,113.237131,23.105879,3,,2.5-3万/月,理财前端开发工程师,http://jobs.51job.com/all/co2790549.html
上海好居信息科技有限公司,长宁区虹桥路996弄45号4楼,121.426092,31.200650,3,,1.2-1.6万/月,运维工程师,http://jobs.51job.com/all/co3403058.html
上海极光网络科技有限公司,嘉定区南翔镇银翔路655号蓝天创业广场9楼,121.328318,31.296011,3,,1-1.5万/月,C++服务器开发,http://jobs.51job.com/all/co3348309.html
title,address,longitude,latitude,coord_type,,income,jobname,url
于斯教育科技（上海）有限公司,上海市浦东新区御北路385号5号楼,121.563982,31.164014,3,,2-2.5万/月,php游戏服务端开发工程师,http://jobs.51job.com/all/co2394898.html
上海森融网络科技有限公司,徐汇区宜山路810号创嘉站201室,121.414301,31.178733,3,,1.3-2.5万/月,PHP高级开发工程师,http://jobs.51job.com/all/co4457252.html
上海白兔网络科技有限公司,徐汇区漕宝路70号C2403,121.434839,31.174185,3,,0.6-1.5万/月,PHP高级工程师,http://jobs.51job.com/all/co3703449.html
上海鸣泽信息技术有限公司,上海市闵行区友东路18号,121.363680,31.126651,3,,6-8千/月,PHP开发工程师,http://jobs.51job.com/all/co2451151.html
这只猫信息科技（上海）有限公司,静安寺延平路135号,121.447074,31.235693,3,,1.5-2万/月,PHP开发工程师,http://jobs.51job.com/all/co3892060.html
杭州博彦信息技术有限公司,西湖区万塘路30号,120.131071,30.280935,3,,1.2-1.7万/月,PHP开发工程师,http://jobs.51job.com/all/co2630367.html
浙江艾秀熹控股有限公司,上海市徐汇区永嘉路570号永嘉庭4号楼431,121.457517,31.212005,3,,1-1.5万/月,PHP高级软件工程师,http://jobs.51job.com/all/co3971066.html
上海小众旅游投资有限公司,静安区新闸路,121.462521,31.239318,3,,1-1.5万/月,PHP开发工程师,http://jobs.51job.com/all/co3625638.html
上海掌韵网络科技有限公司,张江高科技园区博霞路22号107室,121.609527,31.206765,3,,1.5-2.5万/月,PHP开发工程师,http://jobs.51job.com/all/co2940868.html
自在客,上海市浦东新区郭守敬路498号1号楼1205室,121.604990,31.216016,3,,1.5-2万/月,资深PHP开发工程师,http://jobs.51job.com/all/co2579770.html
腾讯·大申网,徐汇区柳州路399号甲11楼,121.431754,31.173377,3,,1-1.5万/月,php工程师,http://jobs.51job.com/all/co2983831.html
上海具益网络科技有限公司,青浦区中国梦谷1号楼2层,121.272624,31.204960,3,,1.5-2万/月,PHP开发工程师/资深PHP程序员,http://jobs.51job.com/all/co4446140.html
安杰拓信息科技（上海）有限公司,闵行区虹莘路,121.385970,31.142943,3,,6-8万/年,PHP软件工程师/PHP程序开发工程师/网站开发工程师,http://jobs.51job.com/all/co3764953.html
51健康医药网,上海市虹口区,121.500860,31.274187,3,,1.5-3万/月,高级开发工程师（PHP方向）,http://jobs.51job.com/all/co3382496.html
